period_granularity,period_start,period_label,period_sort,variable,role,contribution,n_rows,period_model_contribution,share_of_period_model_contribution,contribution_draw_n,contribution_q05,contribution_q50,contribution_q95
week,2024-12-08,2024-12-08,49,paid_search,media,296.821844061586,4,3597.64805911655,0.0825044137681647,80,265.875967530795,295.00561280375,336.98825609016
week,2024-12-08,2024-12-08,49,tv,media,261.640082143588,4,3597.64805911655,0.0727253132725376,80,236.113647612435,261.413249777797,310.773763466969
week,2024-12-08,2024-12-08,49,retail_media,media,152.996719973852,4,3597.64805911655,0.0425268724065862,80,134.770360630073,154.411000809932,177.408884500158
week,2024-12-08,2024-12-08,49,meta,media,126.6237903228,4,3597.64805911655,0.0351962694077126,80,112.535908447799,128.125608194985,150.600843093214
week,2024-12-08,2024-12-08,49,promo,baseline_control,100,4,3597.64805911655,0.0277959373337247,80,96.3587594005007,100.666144904936,104.782817002812
week,2024-12-08,2024-12-08,49,tiktok,media,91.7390302935973,4,3597.64805911655,0.0254997233709751,80,80.3107672752272,92.3020860214477,109.342735464489
week,2024-12-08,2024-12-08,49,display,media,76.1067540400642,4,3597.64805911655,0.0211545856597083,80,67.3563527516137,76.0406864481032,88.7394163086842
week,2024-12-15,2024-12-15,50,baseline,baseline_control,2514.26677017183,4,3677.84204642019,0.683625544120112,80,2403.74583198778,2530.04488997663,2610.58330760493
week,2024-12-15,2024-12-15,50,paid_search,media,320.700483889631,4,3677.84204642019,0.0871980035689088,80,285.345884156613,327.691734860579,387.658596497407
week,2024-12-15,2024-12-15,50,tv,media,309.725092540515,4,3677.84204642019,0.0842138103353255,80,273.081933659715,312.63517814557,373.440509479197
week,2024-12-15,2024-12-15,50,retail_media,media,158.984789048065,4,3677.84204642019,0.0432277370918668,80,140.317059768115,159.699320368477,189.73103793129
week,2024-12-15,2024-12-15,50,meta,media,127.158963381854,4,3677.84204642019,0.0345743405445113,80,113.015735295557,128.985687206391,150.300857895177
week,2024-12-15,2024-12-15,50,promo,baseline_control,100,4,3677.84204642019,0.0271898571874055,80,95.8102176698531,100.288469083054,105.677680121008
week,2024-12-15,2024-12-15,50,display,media,74.530097298447,4,3677.84204642019,0.0202646270170821,80,64.9800557848116,76.3093303814167,85.6009776591179
week,2024-12-15,2024-12-15,50,tiktok,media,72.4758500898484,4,3677.84204642019,0.0197060801347879,80,64.0385820892056,74.9509083122445,83.6304997328615
week,2024-12-22,2024-12-22,51,baseline,baseline_control,2537.4418590925,4,3688.46257689779,0.687940247783845,80,2425.85695298277,2553.15119552772,2643.0782099472
week,2024-12-22,2024-12-22,51,tv,media,309.039059067523,4,3688.46257689779,0.0837853313201954,80,263.393918761861,303.465205214134,352.86749043925
week,2024-12-22,2024-12-22,51,paid_search,media,308.384051887683,4,3688.46257689779,0.0836077486102767,80,270.35306688464,307.443656282928,370.638350125801
week,2024-12-22,2024-12-22,51,retail_media,media,154.072048988237,4,3688.46257689779,0.0417713466725264,80,131.295755550148,154.876406291265,178.096290845048
week,2024-12-22,2024-12-22,51,meta,media,138.644276102222,4,3688.46257689779,0.0375886357016614,80,122.647833392165,141.686978311288,161.985619250263
week,2024-12-22,2024-12-22,51,promo,baseline_control,100,4,3688.46257689779,0.0271115669239366,80,94.796824903921,100.181337879079,105.348845320327
week,2024-12-22,2024-12-22,51,tiktok,media,70.4796882402356,4,3688.46257689779,0.0191081478450334,80,62.2488550270792,71.0973608053045,82.822921789261
week,2024-12-22,2024-12-22,51,display,media,70.4015935193799,4,3688.46257689779,0.0190869751425245,80,60.4680182908451,69.7448993296673,80.2870361724885
week,2024-12-29,2024-12-29,52,baseline,baseline_control,2560.93333333333,4,3612.44838040186,0.708919011058215,80,2441.38779548847,2551.34236079056,2703.98814806733
week,2024-12-29,2024-12-29,52,tv,media,306.22681627001,4,3612.44838040186,0.0847698801542307,80,268.267136364484,312.810136893356,354.75889070663
week,2024-12-29,2024-12-29,52,paid_search,media,300.2294608887,4,3612.44838040186,0.0831096888518866,80,263.616348734702,306.509759651472,349.305918456952
week,2024-12-29,2024-12-29,52,retail_media,media,151.507429768872,4,3612.44838040186,0.0419403722391788,80,135.563799464125,155.20611139603,181.733603305415
week,2024-12-29,2024-12-29,52,meta,media,132.458943591397,4,3612.44838040186,0.0366673595420794,80,113.657968980581,134.324180995263,154.884921462039
week,2024-12-29,2024-12-29,52,tiktok,media,83.4362228961018,4,3612.44838040186,0.0230968623243885,80,72.705895226859,83.8185043567479,98.2634625436064
week,2024-12-29,2024-12-29,52,display,media,77.6561736534413,4,3612.44838040186,0.0214968258300213,80,68.3512133161783,78.2419801371291,88.5009757130952
week,2024-12-29,2024-12-29,52,promo,baseline_control,0,4,3612.44838040186,0,80,0,0,0
week,2025-01-05,2025-01-05,53,baseline,baseline_control,2584.42480757416,4,3706.82605459717,0.697206928382567,80,2448.88663949693,2580.89338705404,2707.29430065194
week,2025-01-05,2025-01-05,53,paid_search,media,315.175761184385,4,3706.82605459717,0.0850257758368528,80,267.58992244492,324.254438730773,374.213698204327
week,2025-01-05,2025-01-05,53,tv,media,311.681871790696,4,3706.82605459717,0.0840832203076136,80,274.319455748169,317.532424399042,362.998477342717
week,2025-01-05,2025-01-05,53,meta,media,167.601377681748,4,3706.82605459717,0.0452142547864877,80,135.140484080794,166.846487655304,199.434896505245
week,2025-01-05,2025-01-05,53,retail_media,media,147.624537541491,4,3706.82605459717,0.0398250512344405,80,128.747369733162,147.875376684868,166.779497645715
week,2025-01-05,2025-01-05,53,display,media,100.021974512172,4,3706.82605459717,0.0269831853556025,80,88.2122307662353,102.17107412328,117.869368909023
week,2025-01-05,2025-01-05,53,tiktok,media,80.2957243125163,4,3706.82605459717,0.0216615840964359,80,69.378739055001,79.2662647312808,92.2070341867062
week,2025-01-05,2025-01-05,53,promo,baseline_control,0,4,3706.82605459717,0,80,0,0,0
week,2025-01-12,2025-01-12,54,baseline,baseline_control,2607.59989649484,4,3734.49126330269,0.698247689616696,80,2519.0458832996,2623.47049104296,2759.21356494856
week,2025-01-12,2025-01-12,54,tv,media,332.710766116291,4,3734.49126330269,0.0890913226617245,80,289.466518529099,335.955495759175,397.890236749352
week,2025-01-12,2025-01-12,54,paid_search,media,296.536843994514,4,3734.49126330269,0.0794048835803847,80,264.19340755188,299.99990332376,356.352014277878
week,2025-01-12,2025-01-12,54,meta,media,165.21975507232,4,3734.49126330269,0.044241569580271,80,145.665242424025,165.351972172448,185.387768456522
week,2025-01-12,2025-01-12,54,retail_media,media,151.976800370675,4,3734.49126330269,0.0406954494348637,80,136.627530909956,157.330297053391,182.49400760647
week,2025-01-12,2025-01-12,54,display,media,100.952613565615,4,3734.49126330269,0.0270324942402824,80,87.0267033556777,100.782073667917,116.715143440288
week,2025-01-12,2025-01-12,54,tiktok,media,79.4945876884335,4,3734.49126330269,0.0212865908857772,80,72.756786615476,80.6164517477416,91.3803721401417
week,2025-01-12,2025-01-12,54,promo,baseline_control,0,4,3734.49126330269,0,80,0,0,0
week,2025-01-19,2025-01-19,55,baseline,baseline_control,2630.14682838561,4,3823.14618909199,0.687953506954511,80,2492.28217531028,2633.62523528523,2761.0199322049
week,2025-01-19,2025-01-19,55,tv,media,338.455831022459,4,3823.14618909199,0.0885280902906943,80,295.718632690757,349.129553760454,395.195462798764
week,2025-01-19,2025-01-19,55,paid_search,media,304.557470759073,4,3823.14618909199,0.0796614766204916,80,272.766744045439,308.613810131954,358.642631560117
week,2025-01-19,2025-01-19,55,meta,media,181.094535484252,4,3823.14618909199,0.0473679337716517,80,154.735933445716,182.858653548694,213.727779452856
week,2025-01-19,2025-01-19,55,retail_media,media,157.690850324035,4,3823.14618909199,0.0412463564103174,80,136.392813340363,158.772675257874,187.288935106586
week,2025-01-19,2025-01-19,55,tiktok,media,108.773877313627,4,3823.14618909199,0.0284514041403845,80,95.1054400584754,111.761802079673,128.104564596225
week,2025-01-19,2025-01-19,55,display,media,102.426795802935,4,3823.14618909199,0.0267912318119495,80,90.9251859464703,102.864603254642,121.860864705589
week,2025-01-19,2025-01-19,55,promo,baseline_control,0,4,3823.14618909199,0,80,0,0,0
week,2025-01-26,2025-01-26,56,baseline,baseline_control,2651.7629914807,4,3858.1112597288,0.687321544912394,80,2548.17395103592,2661.21779881851,2766.4984246102
week,2025-01-26,2025-01-26,56,tv,media,341.299011453306,4,3858.1112597288,0.0884627187960611,80,303.848469309181,345.493228264196,402.702109084337
week,2025-01-26,2025-01-26,56,paid_search,media,310.552121926657,4,3858.1112597288,0.0804933038526439,80,273.357346541335,308.917379029634,352.847915388164
week,2025-01-26,2025-01-26,56,meta,media,175.427988849509,4,3858.1112597288,0.0454699144321308,80,156.471107888065,177.076225006375,203.939036691236
week,2025-01-26,2025-01-26,56,retail_media,media,161.178250117464,4,3858.1112597288,0.0417764650283293,80,137.578343027117,159.653290945801,181.86145539528
week,2025-01-26,2025-01-26,56,tiktok,media,117.982281794282,4,3858.1112597288,0.0305803212638754,80,100.5122670784,119.257373922175,136.873357430205
week,2025-01-26,2025-01-26,56,display,media,99.9086141068832,4,3858.1112597288,0.025895731714566,80,87.501334274652,101.131558523656,114.16248795463
week,2025-01-26,2025-01-26,56,promo,baseline_control,0,4,3858.1112597288,0,80,0,0,0
week,2025-02-02,2025-02-02,57,baseline,baseline_control,2672.1593467193,4,3839.55129816057,0.695956151959596,80,2523.24160559444,2678.08584182962,2785.05294143859
week,2025-02-02,2025-02-02,57,tv,media,365.244759520372,4,3839.55129816057,0.0951269383209833,80,337.069485088018,365.750732012232,424.912346398166
week,2025-02-02,2025-02-02,57,paid_search,media,301.291575717106,4,3839.55129816057,0.0784705170787659,80,259.942210502993,304.313242052394,366.534328121026
week,2025-02-02,2025-02-02,57,meta,media,161.858593353129,4,3839.55129816057,0.04215560121066,80,144.977714295013,166.024260091904,187.805856318746
week,2025-02-02,2025-02-02,57,retail_media,media,149.834790975812,4,3839.55129816057,0.0390240367533555,80,133.955282572171,150.384218475922,175.391131846997
week,2025-02-02,2025-02-02,57,tiktok,media,115.441161438836,4,3839.55129816057,0.0300663156901019,80,100.877831199709,118.386186109926,136.115145741386
week,2025-02-02,2025-02-02,57,display,media,73.7210704360115,4,3839.55129816057,0.0192004389865372,80,64.4605854248644,72.5274865681424,88.6278726216797
week,2025-02-02,2025-02-02,57,promo,baseline_control,0,4,3839.55129816057,0,80,0,0,0
week,2025-02-09,2025-02-09,58,baseline,baseline_control,2691.06464258591,4,3852.95015124085,0.69844263147792,80,2583.36865206919,2702.48708838424,2861.8343377651
week,2025-02-09,2025-02-09,58,tv,media,375.612185896955,4,3852.95015124085,0.0974869051383882,80,329.114523802028,373.843601869361,438.085424332883
week,2025-02-09,2025-02-09,58,paid_search,media,307.228156089051,4,3852.95015124085,0.0797384196600903,80,260.40743340753,307.856364780606,358.692931803192
week,2025-02-09,2025-02-09,58,retail_media,media,151.472316872238,4,3852.95015124085,0.0393133341793836,80,129.337718146484,153.492518703209,175.417755437423
week,2025-02-09,2025-02-09,58,meta,media,134.4037913275,4,3852.95015124085,0.0348833455019435,80,116.972791716758,133.769690599075,158.846752176728
week,2025-02-09,2025-02-09,58,tiktok,media,111.347519311546,4,3852.95015124085,0.0288992888412237,80,100.656410012191,112.840020438268,130.555306903951
week,2025-02-09,2025-02-09,58,display,media,81.8215391576513,4,3852.95015124085,0.0212360752010509,80,73.0334895906522,81.4250852730778,94.5685446538778
week,2025-02-09,2025-02-09,58,promo,baseline_control,0,4,3852.95015124085,0,80,0,0,0
week,2025-02-16,2025-02-16,59,baseline,baseline_control,2708.22937056823,4,3862.5321972012,0.701153862880579,80,2584.1744876111,2714.72823614189,2846.59447820134
week,2025-02-16,2025-02-16,59,tv,media,372.95375579226,4,3862.5321972012,0.0965568017950769,80,326.07111784042,383.620776807192,434.672256960897
week,2025-02-16,2025-02-16,59,paid_search,media,309.741609476153,4,3862.5321972012,0.0801913339908447,80,267.068759008857,308.959731871237,365.84169363489
week,2025-02-16,2025-02-16,59,retail_media,media,148.879346099559,4,3862.5321972012,0.0385444932232376,80,123.857929966807,150.525275346821,169.43549230506
week,2025-02-16,2025-02-16,59,meta,media,125.22275591437,4,3862.5321972012,0.0324198607341337,80,110.468173777076,126.18348134633,144.425097793254
week,2025-02-16,2025-02-16,59,tiktok,media,112.375446655148,4,3862.5321972012,0.0290937242507844,80,97.3013309220968,110.788389542365,128.36679618072
week,2025-02-16,2025-02-16,59,display,media,85.1299126954795,4,3862.5321972012,0.0220399231253437,80,76.1865771681013,86.0225695250127,96.2827992415237
week,2025-02-16,2025-02-16,59,promo,baseline_control,0,4,3862.5321972012,0,80,0,0,0
week,2025-02-23,2025-02-23,60,baseline,baseline_control,2723.42940355317,4,3866.41605319544,0.704380844193517,80,2613.37599294706,2719.51828289084,2841.5737167746
week,2025-02-23,2025-02-23,60,tv,media,375.11064013667,4,3866.41605319544,0.0970176605351761,80,326.421303322769,376.874762079322,429.696441173929
week,2025-02-23,2025-02-23,60,paid_search,media,293.348575254374,4,3866.41605319544,0.0758709283270055,80,258.310535601452,298.84460020322,336.540743774251
week,2025-02-23,2025-02-23,60,retail_media,media,145.382118968027,4,3866.41605319544,0.0376012609527302,80,125.277655237701,150.162035594497,170.818005611804
week,2025-02-23,2025-02-23,60,meta,media,135.729488403684,4,3866.41605319544,0.0351047291694099,80,119.807089362865,133.903417160495,156.547820585642
week,2025-02-23,2025-02-23,60,tiktok,media,118.560737938006,4,3866.41605319544,0.0306642472788258,80,106.181139910703,123.936015463572,136.433635457367
week,2025-02-23,2025-02-23,60,display,media,74.855088941508,4,3866.41605319544,0.019360329543336,80,64.4009465705349,76.1063410814761,87.7603945472189
week,2025-02-23,2025-02-23,60,promo,baseline_control,0,4,3866.41605319544,0,80,0,0,0
week,2025-03-02,2025-03-02,61,baseline,baseline_control,2736.46926410476,4,3849.01304062374,0.71095349255073,80,2646.35454219841,2751.09589483913,2875.95674524931
week,2025-03-02,2025-03-02,61,tv,media,386.092935900573,4,3849.01304062374,0.100309594128578,80,332.576754972193,390.489087798108,443.433209819784
week,2025-03-02,2025-03-02,61,paid_search,media,302.083883320712,4,3849.01304062374,0.0784834657956259,80,274.680004793308,307.039336913954,362.81763588814
week,2025-03-02,2025-03-02,61,retail_media,media,148.95314105326,4,3849.01304062374,0.0386990481666753,80,130.258066745562,148.096467749985,171.099439870102
week,2025-03-02,2025-03-02,61,meta,media,122.139336219844,4,3849.01304062374,0.0317326376737999,80,106.886124705722,122.703505057504,141.694967488526
week,2025-03-02,2025-03-02,61,display,media,80.6777925367431,4,3849.01304062374,0.0209606441145414,80,73.3697669338123,82.0091086239904,94.4460280534725
week,2025-03-02,2025-03-02,61,tiktok,media,72.5966874878552,4,3849.01304062374,0.0188611175700487,80,65.5980359535304,73.771786116208,83.3002401740173
week,2025-03-02,2025-03-02,61,promo,baseline_control,0,4,3849.01304062374,0,80,0,0,0
week,2025-03-09,2025-03-09,62,baseline,baseline_control,2747.18497496543,4,4019.33848586634,0.683491819518477,80,2620.99907967816,2746.13825783003,2904.87522539544
week,2025-03-09,2025-03-09,62,tv,media,403.955404008936,4,4019.33848586634,0.100502957247669,80,346.318222502277,411.562460993571,465.484922833695
week,2025-03-09,2025-03-09,62,paid_search,media,300.924772759904,4,4019.33848586634,0.0748692288091884,80,256.097851881239,298.706141526639,347.250956771849
week,2025-03-09,2025-03-09,62,retail_media,media,160.124722656101,4,4019.33848586634,0.0398385762281941,80,144.98559146532,166.402014263095,194.695823048782
week,2025-03-09,2025-03-09,62,meta,media,146.49472832913,4,4019.33848586634,0.0364474723500562,80,131.058228080094,150.96345863359,178.327585389849
week,2025-03-09,2025-03-09,62,promo,baseline_control,100,4,4019.33848586634,0.0248797159909874,80,95.6964021942818,100.479541876817,106.493420462049
week,2025-03-09,2025-03-09,62,tiktok,media,83.8002447411684,4,4019.33848586634,0.0208492628913551,80,73.2133950658915,84.034990885067,99.725274924927
week,2025-03-09,2025-03-09,62,display,media,76.8536384056741,4,4019.33848586634,0.0191209669640722,80,66.5101124949369,78.0086070257277,86.1477646814354
week,2025-03-16,2025-03-16,63,baseline,baseline_control,2755.44645021361,4,3999.95431903818,0.688869479608503,80,2651.05875423456,2763.62080248225,2903.78707484168
week,2025-03-16,2025-03-16,63,tv,media,387.524811566763,4,3999.95431903818,0.0968823093109589,80,340.296984959889,388.964273293267,439.247935783655
week,2025-03-16,2025-03-16,63,paid_search,media,302.29917936641,4,3999.95431903818,0.0755756579337888,80,274.886972515468,301.869293252701,342.096840170401
week,2025-03-16,2025-03-16,63,retail_media,media,150.433973411944,4,3999.95431903818,0.0376089228559282,80,134.088799110164,154.080934273732,177.248533539441
week,2025-03-16,2025-03-16,63,meta,media,128.872705053726,4,3999.95431903818,0.0322185442069535,80,116.091289635316,131.37265940901,158.287633679439
week,2025-03-16,2025-03-16,63,display,media,101.819893551357,4,3999.95431903818,0.0254552640930759,80,88.7516609154475,102.338870595454,116.952231882055
week,2025-03-16,2025-03-16,63,promo,baseline_control,100,4,3999.95431903818,0.025000285509272,80,95.8264361447142,100.302870097584,103.907010883549
week,2025-03-16,2025-03-16,63,tiktok,media,73.5573058743667,4,3999.95431903818,0.0183895364815202,80,65.8837899446264,74.5921901731893,84.7005014703558
week,2025-03-23,2025-03-23,64,baseline,baseline_control,2761.15939220944,4,4046.15922690798,0.682414911861856,80,2634.60195331521,2776.48554899416,2896.70579489469
week,2025-03-23,2025-03-23,64,tv,media,388.233385896625,4,4046.15922690798,0.0959510894466968,80,344.232410412692,388.731772129927,455.315309936395
week,2025-03-23,2025-03-23,64,paid_search,media,305.0535217003,4,4046.15922690798,0.0753933556721192,80,259.838940219785,306.187226425065,343.488475613047
week,2025-03-23,2025-03-23,64,retail_media,media,172.220605642299,4,4046.15922690798,0.0425639714070047,80,149.831932809782,177.309209750245,204.841551972297
week,2025-03-23,2025-03-23,64,meta,media,135.556076041813,4,4046.15922690798,0.0335024077006983,80,119.069634199234,136.498898277907,163.025177210438
week,2025-03-23,2025-03-23,64,promo,baseline_control,100,4,4046.15922690798,0.0247147960305108,80,95.1894158106755,100.499444334829,103.796499284545
week,2025-03-23,2025-03-23,64,display,media,97.8944693453394,4,4046.15922690798,0.0241944184238516,80,85.3420946527449,98.8662529923268,120.213262178385
week,2025-03-23,2025-03-23,64,tiktok,media,86.0417760721573,4,4046.15922690798,0.0212650494572625,80,74.0122656020176,85.560090096351,99.4305460261666
week,2025-03-30,2025-03-30,65,baseline,baseline_control,2764.26666666667,4,3942.36034093542,0.701170473425262,80,2604.29127508349,2777.28200816039,2869.9983458839
week,2025-03-30,2025-03-30,65,tv,media,392.260311847856,4,3942.36034093542,0.0994988478792333,80,356.80686743835,399.03946867631,464.155740465298
week,2025-03-30,2025-03-30,65,paid_search,media,317.78169466425,4,3942.36034093542,0.0806069631343868,80,280.298424680647,317.267480451749,374.562178969315
week,2025-03-30,2025-03-30,65,retail_media,media,159.849124994273,4,3942.36034093542,0.0405465536304438,80,142.68464841618,161.011451438073,191.01616934907
week,2025-03-30,2025-03-30,65,meta,media,135.238883605191,4,3942.36034093542,0.0343040391820454,80,117.256319715988,135.784092939541,160.493554906245
week,2025-03-30,2025-03-30,65,display,media,102.670699110531,4,3942.36034093542,0.0260429514888458,80,89.9484852017647,104.467983119861,120.72483771863
week,2025-03-30,2025-03-30,65,tiktok,media,70.2929600466556,4,3942.36034093542,0.0178301712597831,80,60.2302945287187,70.5502378139667,84.6269663663276
week,2025-03-30,2025-03-30,65,promo,baseline_control,0,4,3942.36034093542,0,80,0,0,0
week,2025-04-06,2025-04-06,66,baseline,baseline_control,2764.74913579919,4,3998.33448772193,0.6914751990583,80,2646.88372236772,2780.95823465365,2911.89846235081
week,2025-04-06,2025-04-06,66,tv,media,374.607206088185,4,3998.33448772193,0.0936908123216122,80,332.685265733385,374.814087708332,439.28005964389
week,2025-04-06,2025-04-06,66,paid_search,media,312.20760554991,4,3998.33448772193,0.0780844140250487,80,284.297844093797,320.581912855052,351.42189310335
week,2025-04-06,2025-04-06,66,retail_media,media,202.974641708509,4,3998.33448772193,0.0507647977756244,80,175.498671970499,201.264848396474,241.211307244144
week,2025-04-06,2025-04-06,66,meta,media,173.848984662546,4,3998.33448772193,0.0434803504300105,80,149.759462314559,173.681066805595,197.997641602842
week,2025-04-06,2025-04-06,66,display,media,101.676037691343,4,3998.33448772193,0.0254295977496553,80,91.398314590692,103.785567304038,117.993357842015
week,2025-04-06,2025-04-06,66,tiktok,media,68.2708762222504,4,3998.33448772193,0.017074828639749,80,58.784855376454,67.7026236323088,79.4010289814288
week,2025-04-06,2025-04-06,66,promo,baseline_control,0,4,3998.33448772193,0,80,0,0,0
week,2025-04-13,2025-04-13,67,baseline,baseline_control,2762.6259373931,4,3975.50089491207,0.694912668974309,80,2609.6783569227,2774.95515564622,2898.33001946245
week,2025-04-13,2025-04-13,67,tv,media,384.273415727838,4,3975.50089491207,0.0966603771161615,80,332.132205309038,394.329790162245,457.315518481601
week,2025-04-13,2025-04-13,67,paid_search,media,303.268940938065,4,3975.50089491207,0.0762844604880345,80,260.058156034426,307.098609404379,353.939978858106
week,2025-04-13,2025-04-13,67,retail_media,media,201.282769948855,4,3975.50089491207,0.0506307947776998,80,175.360727905728,202.467049577033,236.050660255209
week,2025-04-13,2025-04-13,67,meta,media,164.478571066529,4,3975.50089491207,0.0413730434011554,80,143.579389201915,165.833779397091,192.89152876566
week,2025-04-13,2025-04-13,67,tiktok,media,87.2822159608623,4,3975.50089491207,0.0219550235977982,80,73.2794817377435,87.1185432673891,102.038374821842
week,2025-04-13,2025-04-13,67,display,media,72.2890438768196,4,3975.50089491207,0.0181836316448417,80,65.4215249131936,74.3647245439862,84.8603224361816
week,2025-04-13,2025-04-13,67,promo,baseline_control,0,4,3975.50089491207,0,80,0,0,0
week,2025-04-20,2025-04-20,68,baseline,baseline_control,2757.95420573466,4,3987.13032116662,0.691714085966393,80,2594.63423644518,2741.63529654613,2867.83428938792
week,2025-04-20,2025-04-20,68,tv,media,380.658851333766,4,3987.13032116662,0.0954718859609252,80,340.602648348146,382.291157204945,460.922035098071
week,2025-04-20,2025-04-20,68,paid_search,media,305.895774539992,4,3987.13032116662,0.0767207866058635,80,267.017935784656,307.191652287242,357.749536305214
week,2025-04-20,2025-04-20,68,retail_media,media,198.376697022632,4,3987.13032116662,0.0497542545749013,80,174.235712587734,200.124693842334,233.031119558173
week,2025-04-20,2025-04-20,68,meta,media,161.186863516476,4,3987.13032116662,0.0404267858165504,80,150.405823426846,165.808888813881,183.268705647888
week,2025-04-20,2025-04-20,68,tiktok,media,109.442613744517,4,3987.13032116662,0.0274489682876718,80,93.3462268009356,110.728953944336,132.555943879459
week,2025-04-20,2025-04-20,68,display,media,73.6153152745762,4,3987.13032116662,0.018463232787695,80,64.6408377868598,73.5569630271595,87.6720271295095
week,2025-04-20,2025-04-20,68,promo,baseline_control,0,4,3987.13032116662,0,80,0,0,0
week,2025-04-27,2025-04-27,69,baseline,baseline_control,2750.82823846373,4,3976.32615011593,0.691801460597877,80,2626.36065848422,2749.00958042839,2895.77203163793
week,2025-04-27,2025-04-27,69,tv,media,372.715646585751,4,3976.32615011593,0.0937336708596914,80,318.667479860944,372.48725070078,427.708299160848
week,2025-04-27,2025-04-27,69,paid_search,media,305.83574152459,4,3976.32615011593,0.0769141488848125,80,266.787568542204,309.596425466517,355.01759667945
week,2025-04-27,2025-04-27,69,retail_media,media,193.178163103449,4,3976.32615011593,0.0485820719454356,80,169.808932950131,198.599595163637,224.738388544683
week,2025-04-27,2025-04-27,69,meta,media,165.413553472021,4,3976.32615011593,0.0415995940039271,80,145.035615056575,169.608990672781,192.651273440864
week,2025-04-27,2025-04-27,69,tiktok,media,111.978099988065,4,3976.32615011593,0.0281611959785543,80,99.4631618077789,113.514613472999,129.610634791345
week,2025-04-27,2025-04-27,69,display,media,76.3767069783223,4,3976.32615011593,0.0192078577297025,80,66.9065185394776,77.865790388485,89.0759031030478
week,2025-04-27,2025-04-27,69,promo,baseline_control,0,4,3976.32615011593,0,80,0,0,0
week,2025-05-04,2025-05-04,70,baseline,baseline_control,2741.37812150188,4,3992.01923972896,0.68671465663778,80,2620.87290237933,2748.28849747011,2889.89253135275
week,2025-05-04,2025-05-04,70,tv,media,373.728393782727,4,3992.01923972896,0.0936188859170181,80,332.055619200349,379.340625818613,432.845431360515
week,2025-05-04,2025-05-04,70,paid_search,media,301.050983623021,4,3992.01923972896,0.0754132095925121,80,264.805130014239,309.164065230069,356.314256669002
week,2025-05-04,2025-05-04,70,retail_media,media,200.798449897622,4,3992.01923972896,0.0502999704759076,80,183.347141894294,205.862504587558,234.137136191376
week,2025-05-04,2025-05-04,70,meta,media,176.802678325761,4,3992.01923972896,0.0442890346234316,80,153.941446209383,178.002487266289,205.316794153656
week,2025-05-04,2025-05-04,70,tiktok,media,111.796814295152,4,3992.01923972896,0.0280050790293142,80,98.3365186740784,113.055032708922,129.308005838218
week,2025-05-04,2025-05-04,70,display,media,86.4637983027913,4,3992.01923972896,0.021659163724036,80,78.1059399344747,87.1193151601977,103.151660563367
week,2025-05-04,2025-05-04,70,promo,baseline_control,0,4,3992.01923972896,0,80,0,0,0
week,2025-05-11,2025-05-11,71,baseline,baseline_control,2729.7678321067,4,3916.73666608905,0.696949543670097,80,2615.12623298921,2738.36416790919,2848.99057937884
week,2025-05-11,2025-05-11,71,tv,media,378.120948162566,4,3916.73666608905,0.0965397933019909,80,324.758910919888,386.225046384522,444.51496127825
week,2025-05-11,2025-05-11,71,paid_search,media,310.527132731579,4,3916.73666608905,0.0792821063055146,80,266.103552327756,312.956705382792,372.444106358611
week,2025-05-11,2025-05-11,71,retail_media,media,198.816153109481,4,3916.73666608905,0.0507606638022982,80,170.930847040361,202.822898633837,235.222909669066
week,2025-05-11,2025-05-11,71,meta,media,134.117437895375,4,3916.73666608905,0.0342421381188475,80,116.872396182245,135.257110474639,153.522955100314
week,2025-05-11,2025-05-11,71,tiktok,media,98.2137313012676,4,3916.73666608905,0.0250753981373316,80,90.3385448273488,102.024692414782,112.000842447009
week,2025-05-11,2025-05-11,71,display,media,67.1734307820821,4,3916.73666608905,0.0171503566639205,80,57.8315931178999,69.3207876160272,77.9658378615117
week,2025-05-11,2025-05-11,71,promo,baseline_control,0,4,3916.73666608905,0,80,0,0,0
week,2025-05-18,2025-05-18,72,baseline,baseline_control,2716.19284771411,4,3857.05616785707,0.704213972912714,80,2572.97769044242,2725.16307893899,2827.95307157811
week,2025-05-18,2025-05-18,72,tv,media,362.253554134599,4,3857.05616785707,0.0939196989542059,80,315.791054959996,372.204384751506,423.086667300502
week,2025-05-18,2025-05-18,72,paid_search,media,291.043065306944,4,3857.05616785707,0.0754573054269634,80,247.806811723186,293.637708878734,337.916197542218
week,2025-05-18,2025-05-18,72,retail_media,media,195.543925664476,4,3857.05616785707,0.0506977127515147,80,171.22693159989,196.592689118372,226.217076109507
week,2025-05-18,2025-05-18,72,meta,media,114.543112653022,4,3857.05616785707,0.0296970299804218,80,102.401469261346,117.669083367849,138.93528922953
week,2025-05-18,2025-05-18,72,tiktok,media,98.880773612114,4,3857.05616785707,0.0256363322982281,80,85.0291132209028,98.7379559635494,113.767371657665
week,2025-05-18,2025-05-18,72,display,media,78.5988887718004,4,3857.05616785707,0.0203779476759523,80,67.7575131206994,79.3442671197485,90.7120786304921
week,2025-05-18,2025-05-18,72,promo,baseline_control,0,4,3857.05616785707,0,80,0,0,0
week,2025-05-25,2025-05-25,73,baseline,baseline_control,2700.87729543725,4,3862.52769208923,0.699251244455506,80,2552.40025369833,2698.34770230499,2830.1670647447
week,2025-05-25,2025-05-25,73,tv,media,352.225969192337,4,3862.52769208923,0.0911905356468315,80,304.825344520266,352.982428211278,423.405448955314
