.draw,variable,spend_multiplier,spend,spend_vs_current,support,contribution,contribution_vs_current,roi,incremental_roi,mroi,cost_per_kpi,profit,incremental_profit,value_per_cost,scenario,scenario_type
5,display,1,44200.9370404962,0,11050.234260124,8273.33602329008,0,0.187175579913842,,0.219332792644121,5.34257727669554,203999.143658206,0,5.61526739741525,search_social_push,scenario
6,display,1,44200.9370404962,0,11050.234260124,8926.40696989328,0,0.201950627465546,,0.0683216883498608,4.95170533783367,223591.272056302,0,6.05851882396637,search_social_push,scenario
7,display,1,44200.9370404962,0,11050.234260124,8857.96579953603,0,0.20040221752359,,-0.0521580601690635,4.98996474368996,221538.036945585,0,6.0120665257077,search_social_push,scenario
8,display,1,44200.9370404962,0,11050.234260124,8781.40382920683,0,0.198670082970446,,0.246700569285774,5.03347049061614,219241.177835709,0,5.96010248911338,search_social_push,scenario
9,display,1,44200.9370404962,0,11050.234260124,8090.37558854934,0,0.183036291315206,,-0.0690539344114001,5.46339741050535,198510.330615984,0,5.49108873945618,search_social_push,scenario
1,paid_search,1.3,255100.358416124,58869.313480644,28344.4842684582,24484.8692189418,3407.55300116923,0.0959813203359034,0.0578833487210552,-0.0775456963849042,10.4186939344065,479445.718152129,43357.2765544329,2.8794396100771,search_social_push,scenario
10,paid_search,1.3,255100.358416124,58869.313480644,28344.4842684582,23061.9694224932,3753.39895481262,0.0904035163481586,0.0637581573980257,0.0458411559661993,11.0615166355791,436758.724258672,53732.6551637346,2.71210549044476,search_social_push,scenario
11,paid_search,1.3,255100.358416124,58869.313480644,28344.4842684582,28360.913426426,4238.54197881317,0.111175513835081,0.0719991745819625,0.188999112507665,8.99478640128806,595727.044376654,68286.9458837511,3.33526541505243,search_social_push,scenario
12,paid_search,1.3,255100.358416124,58869.313480644,28344.4842684582,29236.2643164192,5006.3272427595,0.114606911953955,0.0850413729456105,0.0365003556498821,8.7254772242861,621987.571076452,91320.5038021411,3.43820735861866,search_social_push,scenario
2,paid_search,1.3,255100.358416124,58869.313480644,28344.4842684582,22957.2815509874,3151.94445560855,0.0899931371854019,0.0535413829251617,0.114313170582605,11.1119584367842,433618.088113499,35689.0201876124,2.69979411556206,search_social_push,scenario
3,paid_search,1.3,255100.358416124,58869.313480644,28344.4842684582,31394.1499224539,6019.87184812364,0.123065879316576,0.102258230854059,-0.0672529765658757,8.12572912616658,686724.139257494,121726.841963065,3.69197637949727,search_social_push,scenario
4,paid_search,1.3,255100.358416124,58869.313480644,28344.4842684582,26991.4159373777,3836.57638085586,0.105807048272934,0.0651710739266106,0.0202020906946761,9.45116621551007,554642.119705206,56227.9779450318,3.17421144818803,search_social_push,scenario
5,paid_search,1.3,255100.358416124,58869.313480644,28344.4842684582,28118.4893367814,4056.67012588855,0.11022520513638,0.0689097576655513,0.154345803528005,9.07233512301213,588454.321687318,62830.7902960125,3.30675615409141,search_social_push,scenario
6,paid_search,1.3,255100.358416124,58869.313480644,28344.4842684582,31391.3221609762,3925.13180506416,0.123054794418478,0.0666753453198452,0.138817162991714,8.12646109991664,686639.306413161,58884.6406712807,3.69164383255434,search_social_push,scenario
7,paid_search,1.3,255100.358416124,58869.313480644,28344.4842684582,29812.8037950112,4978.23359474204,0.116866961615083,0.0845641523640133,0.181695889918567,8.55673824475415,639283.755434212,90477.6943616173,3.5060088484525,search_social_push,scenario
8,paid_search,1.3,255100.358416124,58869.313480644,28344.4842684582,30963.5170431497,5561.7340207162,0.121377787296721,0.0944759449682537,0.0155729318556857,8.23873974202042,673805.152878368,107982.707140842,3.64133361890164,search_social_push,scenario
9,paid_search,1.3,255100.358416124,58869.313480644,28344.4842684582,26637.0934697761,3729.20626808891,0.104418095039777,0.0633472015826218,0.149042828622467,9.57688415613268,544012.445677159,53006.8745620233,3.13254285119332,search_social_push,scenario
1,paid_social,1.25,174939.375283158,34987.8750566317,24991.3393261655,20279.3858935872,1655.0374799428,0.115922363737511,0.0473031722350656,0.16514202105738,8.62646315825955,433442.201524457,14663.2493416524,3.47767091212532,search_social_push,scenario
10,paid_social,1.25,174939.375283158,34987.8750566317,24991.3393261655,19702.171958445,1706.08901667316,0.112622855355205,0.0487622930489969,-0.0267166792872003,8.87919238813532,416125.783470193,16194.7954435632,3.37868566065615,search_social_push,scenario
11,paid_social,1.25,174939.375283158,34987.8750566317,24991.3393261655,24897.6383912081,3700.14358962567,0.142321523390081,0.105755024666019,0.208834463719158,7.02634412687643,571989.776453085,76016.4326321383,4.26964570170242,search_social_push,scenario
12,paid_social,1.25,174939.375283158,34987.8750566317,24991.3393261655,24982.1911891381,3003.14687490286,0.142804849672647,0.0858339316132215,0.0545536338439225,7.00256330434375,574526.360390985,55106.5311904542,4.2841454901794,search_social_push,scenario
2,paid_social,1.25,174939.375283158,34987.8750566317,24991.3393261655,20062.7362006053,2681.50251991478,0.114683936467314,0.0766409081881787,0.0536590965092433,8.71961698214824,426942.710735001,45457.2005408116,3.44051809401942,search_social_push,scenario
3,paid_social,1.25,174939.375283158,34987.8750566317,24991.3393261655,26408.9953643643,3589.94780067667,0.150960841843744,0.102605482466882,0.0417306717997019,6.62423438943904,617330.485647771,72710.5589636684,4.52882525531233,search_social_push,scenario
4,paid_social,1.25,174939.375283158,34987.8750566317,24991.3393261655,23557.1079215456,3514.19336515563,0.134658694667314,0.10044031995277,-0.145895808579233,7.42618218950201,531773.862363208,70437.9258980373,4.03976084001943,search_social_push,scenario
5,paid_social,1.25,174939.375283158,34987.8750566317,24991.3393261655,25162.9057957131,3976.2631282235,0.143837862430823,0.113646888294516,-0.0453468681472735,6.95227239268058,579947.798588235,84300.0187900733,4.3151358729247,search_social_push,scenario
6,paid_social,1.25,174939.375283158,34987.8750566317,24991.3393261655,25652.3890155323,1608.22198079324,0.146635878709473,0.0459651230087612,0.183746689105488,6.81961337703222,594632.295182809,13258.7843671656,4.3990763612842,search_social_push,scenario
7,paid_social,1.25,174939.375283158,34987.8750566317,24991.3393261655,26132.9219754396,2969.07184018413,0.149382732921852,0.0848600218040782,-0.149781212482253,6.6942141199354,609048.283980031,54084.2801488921,4.48148198765556,search_social_push,scenario
8,paid_social,1.25,174939.375283158,34987.8750566317,24991.3393261655,26490.4781084035,3845.32701425004,0.151426618881688,0.109904560023321,0.0809622138994722,6.60385873623259,619774.967968946,80371.9353708696,4.54279856645065,search_social_push,scenario
9,paid_social,1.25,174939.375283158,34987.8750566317,24991.3393261655,23261.8537506807,3047.42781358988,0.132970943294092,0.0870995397307577,-0.0126310196993939,7.52043999408426,522916.237237264,56434.9593510646,3.98912829882276,search_social_push,scenario
1,retail_media,1,146914.360134389,0,13355.8509213081,14341.7193906831,0,0.0976195885655025,,0.121863674502251,10.2438456737502,283337.221586104,0,2.92858765696508,search_social_push,scenario
10,retail_media,1,146914.360134389,0,13355.8509213081,14305.4967673206,0,0.0973730325220404,,-0.0756092402967465,10.2697838826541,282250.542885229,0,2.92119097566121,search_social_push,scenario
11,retail_media,1,146914.360134389,0,13355.8509213081,17050.7038555514,0,0.116058796702748,,0.0800896973469741,8.61632231601727,364606.755532152,0,3.48176390108244,search_social_push,scenario
12,retail_media,1,146914.360134389,0,13355.8509213081,17160.2824096074,0,0.11680466357346,,0.0860767111513242,8.56130200119185,367894.112153832,0,3.50413990720379,search_social_push,scenario
2,retail_media,1,146914.360134389,0,13355.8509213081,13398.7380172066,0,0.0912010099281661,,0.106886488447305,10.9647908590886,255047.780381808,0,2.73603029784498,search_social_push,scenario
3,retail_media,1,146914.360134389,0,13355.8509213081,17816.6406104311,0,0.121272288114882,,0.146856434301858,8.24590692189049,387584.858178544,0,3.63816864344645,search_social_push,scenario
4,retail_media,1,146914.360134389,0,13355.8509213081,15608.2516566474,0,0.106240476712895,,0.192601565225401,9.41260836679423,321333.189565032,0,3.18721430138684,search_social_push,scenario
5,retail_media,1,146914.360134389,0,13355.8509213081,16627.8699561396,0,0.11318069888423,,0.0805168724826324,8.83542874234128,351921.738549799,0,3.3954209665269,search_social_push,scenario
6,retail_media,1,146914.360134389,0,13355.8509213081,18489.109398693,0,0.125849572375227,,0.0905065952495158,7.94599442116852,407758.921826401,0,3.77548717125682,search_social_push,scenario
7,retail_media,1,146914.360134389,0,13355.8509213081,18218.0558080647,0,0.124004595543961,,0.0800180001461103,8.06421726237954,399627.314107551,0,3.72013786631882,search_social_push,scenario
8,retail_media,1,146914.360134389,0,13355.8509213081,18415.6489188484,0,0.125349549914677,,0.0793169329463192,7.97769118980227,405555.107431065,0,3.76048649744032,search_social_push,scenario
9,retail_media,1,146914.360134389,0,13355.8509213081,16639.9835602265,0,0.113263152390312,,0.0721009436524801,8.82899671160428,352285.146672406,0,3.39789457170936,search_social_push,scenario
1,tv,1,515319.091887645,0,28628.8384382025,32200.3736489241,0,0.062486281133059,,0.0391840920696165,16.0035128010033,450692.117580077,0,1.87458843399177,search_social_push,scenario
10,tv,1,515319.091887645,0,28628.8384382025,29711.7420702668,0,0.0576569790213494,,0.0343527950628096,17.3439541400481,376033.170220358,0,1.72970937064048,search_social_push,scenario
11,tv,1,515319.091887645,0,28628.8384382025,39110.5488583037,0,0.075895788597778,,-0.00309820913270248,13.1759616505161,657997.373861464,0,2.27687365793334,search_social_push,scenario
12,tv,1,515319.091887645,0,28628.8384382025,37278.5503526544,0,0.0723407126565033,,0.090080355262104,13.8234745453548,603037.418691986,0,2.1702213796951,search_social_push,scenario
2,tv,1,515319.091887645,0,28628.8384382025,30964.8137803156,0,0.0600886213372953,,0.0111572128104741,16.6420859348179,413625.321521823,0,1.80265864011886,search_social_push,scenario
3,tv,1,515319.091887645,0,28628.8384382025,41387.4123923793,0,0.0803141452430468,,-0.0393111529200208,12.45110680035,726303.279883734,0,2.4094243572914,search_social_push,scenario
4,tv,1,515319.091887645,0,28628.8384382025,36044.8200301213,0,0.0699466031776291,,0.0782948901500188,14.2966199153446,566025.509015994,0,2.09839809532887,search_social_push,scenario
5,tv,1,515319.091887645,0,28628.8384382025,37108.2263671086,0,0.0720101912606786,,0.0294615425421708,13.8869232603476,597927.699125612,0,2.16030573782036,search_social_push,scenario
6,tv,1,515319.091887645,0,28628.8384382025,41641.0776192703,0,0.0808063940863059,,0.0788291993583055,12.3752583110186,733913.236690465,0,2.42419182258918,search_social_push,scenario
7,tv,1,515319.091887645,0,28628.8384382025,39211.6287307967,0,0.0760919386610773,,0.10828264727235,13.141996610891,661029.770036257,0,2.28275815983232,search_social_push,scenario
8,tv,1,515319.091887645,0,28628.8384382025,40513.6284692864,0,0.078618528028687,,0.0153560477112773,12.7196479643464,700089.762190945,0,2.35855584086061,search_social_push,scenario
9,tv,1,515319.091887645,0,28628.8384382025,36427.1355574101,0,0.0706885037462425,,0.0545800617303385,14.1465718893952,577494.974834658,0,2.12065511238728,search_social_push,scenario
1,display,1,44200.9370404962,0,11050.234260124,7326.52760212655,0,0.165755029026061,,0.0683963131744327,6.03299945634092,175594.8910233,0,4.97265087078184,tv_hold_efficiency_push,scenario
10,display,1,44200.9370404962,0,11050.234260124,7121.57103799442,0,0.161118100991157,,-0.0583369522314234,6.2066272743302,169446.194099336,0,4.83354302973469,tv_hold_efficiency_push,scenario
11,display,1,44200.9370404962,0,11050.234260124,8317.59013167013,0,0.188176782859822,,0.194310981417429,5.31415185658119,205326.766909608,0,5.64530348579467,tv_hold_efficiency_push,scenario
12,display,1,44200.9370404962,0,11050.234260124,8470.65220145755,0,0.191639652202325,,0.164553913583588,5.21812677338948,209918.62900323,0,5.74918956606975,tv_hold_efficiency_push,scenario
2,display,1,44200.9370404962,0,11050.234260124,6670.70089474599,0,0.150917635267198,,0.116899002843517,6.62613085759998,155920.089801884,0,4.52752905801594,tv_hold_efficiency_push,scenario
3,display,1,44200.9370404962,0,11050.234260124,8810.94817812086,0,0.199338492983721,,0.119789670721703,5.01659255586759,220127.50830313,0,5.98015478951164,tv_hold_efficiency_push,scenario
4,display,1,44200.9370404962,0,11050.234260124,7927.39449941185,0,0.179349014527654,,0.0284850544295468,5.57572062848336,193620.897941859,0,5.38047043582961,tv_hold_efficiency_push,scenario
5,display,1,44200.9370404962,0,11050.234260124,8273.33602329008,0,0.187175579913842,,0.219332792644121,5.34257727669554,203999.143658206,0,5.61526739741525,tv_hold_efficiency_push,scenario
6,display,1,44200.9370404962,0,11050.234260124,8926.40696989328,0,0.201950627465546,,0.0683216883498608,4.95170533783367,223591.272056302,0,6.05851882396637,tv_hold_efficiency_push,scenario
7,display,1,44200.9370404962,0,11050.234260124,8857.96579953603,0,0.20040221752359,,-0.0521580601690635,4.98996474368996,221538.036945585,0,6.0120665257077,tv_hold_efficiency_push,scenario
8,display,1,44200.9370404962,0,11050.234260124,8781.40382920683,0,0.198670082970446,,0.246700569285774,5.03347049061614,219241.177835709,0,5.96010248911338,tv_hold_efficiency_push,scenario
9,display,1,44200.9370404962,0,11050.234260124,8090.37558854934,0,0.183036291315206,,-0.0690539344114001,5.46339741050535,198510.330615984,0,5.49108873945618,tv_hold_efficiency_push,scenario
1,paid_search,1.35,264911.910662898,68680.8657274181,29434.656740322,23724.0255673488,2646.70934957626,0.0895543937906882,0.0385363422773466,0.268848143693974,11.1663979585107,446808.856357566,10720.4147598698,2.68663181372065,tv_hold_efficiency_push,scenario
10,paid_search,1.35,264911.910662898,68680.8657274181,29434.656740322,23511.7423193081,4203.1718516275,0.0887530585562341,0.0611985857649076,0.098187106566476,11.2672173361372,440440.358916344,57414.2898214068,2.66259175668702,tv_hold_efficiency_push,scenario
11,paid_search,1.35,264911.910662898,68680.8657274181,29434.656740322,30215.2880933888,6092.91664577606,0.114057869341473,0.0887134514284916,0.0247214016929063,8.76747922588438,641546.732138767,114106.633645864,3.42173608024419,tv_hold_efficiency_push,scenario
12,paid_search,1.35,264911.910662898,68680.8657274181,29434.656740322,29594.3894629039,5364.45238924415,0.111714076535286,0.0781069419033635,-0.0721353796321665,8.95142341067591,622919.773224218,92252.7059499066,3.35142229605858,tv_hold_efficiency_push,scenario
2,paid_search,1.35,264911.910662898,68680.8657274181,29434.656740322,24078.8711966531,4273.53410127418,0.0908938791630761,0.0622230668762252,0.0279497161980345,11.001840929309,457454.225236694,59525.1573108073,2.72681637489228,tv_hold_efficiency_push,scenario
3,paid_search,1.35,264911.910662898,68680.8657274181,29434.656740322,30734.2938291268,5360.01575479648,0.116017032802411,0.0780423440797821,0.0983690882995853,8.6194240263247,657116.904210905,92119.6069164763,3.48051098407232,tv_hold_efficiency_push,scenario
4,paid_search,1.35,264911.910662898,68680.8657274181,29434.656740322,27189.6298057226,4034.79024920075,0.102636494288554,0.0587469334649056,0.11928363133493,9.74312311553218,550776.983508779,52362.8417486043,3.07909482865663,tv_hold_efficiency_push,scenario
5,paid_search,1.35,264911.910662898,68680.8657274181,29434.656740322,29632.8612521668,5571.0420412739,0.111859301373107,0.0811149070744734,0.110935941704871,8.93980194516409,624073.926902105,98450.3955107989,3.35577904119321,tv_hold_efficiency_push,scenario
6,paid_search,1.35,264911.910662898,68680.8657274181,29434.656740322,32753.3340084183,5287.14365250631,0.123638585847116,0.0769813192729694,-0.0444913429723117,8.08808992070273,717688.109589652,89933.4438477714,3.70915757541349,tv_hold_efficiency_push,scenario
7,paid_search,1.35,264911.910662898,68680.8657274181,29434.656740322,31595.5225119713,6760.95231170217,0.119268033033731,0.0984401148718068,0.0270696789366421,8.38447633086381,682953.764696242,134147.703623647,3.57804099101193,tv_hold_efficiency_push,scenario
8,paid_search,1.35,264911.910662898,68680.8657274181,29434.656740322,31116.3116776872,5714.52865525372,0.117459088947053,0.0832040859521726,0.0733944622074662,8.5136025569785,668577.439667719,102754.993930193,3.52377266841161,tv_hold_efficiency_push,scenario
9,paid_search,1.35,264911.910662898,68680.8657274181,29434.656740322,28099.4349698124,5191.54776812524,0.106070862950247,0.0755894340168855,0.0563413228718156,9.42765970018601,578071.138431475,87065.5673163391,3.18212588850742,tv_hold_efficiency_push,scenario
1,paid_social,1,139951.500226527,0,19993.0714609324,18624.3484136444,0,0.133077161613122,,0.0275873543569171,7.51443739765933,418778.952182805,0,3.99231484839366,tv_hold_efficiency_push,scenario
10,paid_social,1,139951.500226527,0,19993.0714609324,17996.0829417719,0,0.128587995931757,,-0.00203252752527908,7.77677568387264,399930.988026629,0,3.85763987795271,tv_hold_efficiency_push,scenario
11,paid_social,1,139951.500226527,0,19993.0714609324,21197.4948015824,0,0.151463148071096,,0.240012613240618,6.60226604778216,495973.343820947,0,4.54389444213289,tv_hold_efficiency_push,scenario
12,paid_social,1,139951.500226527,0,19993.0714609324,21979.0443142353,0,0.157047579187503,,0.0270632862348322,6.36749706791772,519419.829200531,0,4.71142737562509,tv_hold_efficiency_push,scenario
2,paid_social,1,139951.500226527,0,19993.0714609324,17381.2336806905,0,0.124194693537098,,0.130483161923952,8.05187380812928,381485.51019419,0,3.72584080611293,tv_hold_efficiency_push,scenario
3,paid_social,1,139951.500226527,0,19993.0714609324,22819.0475636876,0,0.16304968168796,,0.244504526429993,6.13309998307002,544619.926684102,0,4.8914904506388,tv_hold_efficiency_push,scenario
4,paid_social,1,139951.500226527,0,19993.0714609324,20042.9145563899,0,0.143213288345951,,0.11314553739287,6.98259226884288,461335.936465171,0,4.29639865037852,tv_hold_efficiency_push,scenario
5,paid_social,1,139951.500226527,0,19993.0714609324,21186.6426674896,0,0.1513856059649,,0.0564249307706174,6.60564783306979,495647.779798162,0,4.54156817894701,tv_hold_efficiency_push,scenario
6,paid_social,1,139951.500226527,0,19993.0714609324,24044.167034739,0,0.171803567634652,,0.112649272776195,5.82060089768652,581373.510815644,0,5.15410702903955,tv_hold_efficiency_push,scenario
7,paid_social,1,139951.500226527,0,19993.0714609324,23163.8501352555,0,0.165513410701295,,0.0424771517833439,6.04180649630087,554964.003831139,0,4.96540232103886,tv_hold_efficiency_push,scenario
8,paid_social,1,139951.500226527,0,19993.0714609324,22645.1510941534,0,0.16180713359628,,0.179698297995707,6.18019723713213,539403.032598076,0,4.8542140078884,tv_hold_efficiency_push,scenario
9,paid_social,1,139951.500226527,0,19993.0714609324,20214.4259370909,0,0.144438794184926,,0.128741191306105,6.92334774492575,466481.277886199,0,4.33316382554777,tv_hold_efficiency_push,scenario
1,retail_media,1,146914.360134389,0,13355.8509213081,14341.7193906831,0,0.0976195885655025,,0.121863674502251,10.2438456737502,283337.221586104,0,2.92858765696508,tv_hold_efficiency_push,scenario
10,retail_media,1,146914.360134389,0,13355.8509213081,14305.4967673206,0,0.0973730325220404,,-0.0756092402967465,10.2697838826541,282250.542885229,0,2.92119097566121,tv_hold_efficiency_push,scenario
11,retail_media,1,146914.360134389,0,13355.8509213081,17050.7038555514,0,0.116058796702748,,0.0800896973469741,8.61632231601727,364606.755532152,0,3.48176390108244,tv_hold_efficiency_push,scenario
12,retail_media,1,146914.360134389,0,13355.8509213081,17160.2824096074,0,0.11680466357346,,0.0860767111513242,8.56130200119185,367894.112153832,0,3.50413990720379,tv_hold_efficiency_push,scenario
2,retail_media,1,146914.360134389,0,13355.8509213081,13398.7380172066,0,0.0912010099281661,,0.106886488447305,10.9647908590886,255047.780381808,0,2.73603029784498,tv_hold_efficiency_push,scenario
3,retail_media,1,146914.360134389,0,13355.8509213081,17816.6406104311,0,0.121272288114882,,0.146856434301858,8.24590692189049,387584.858178544,0,3.63816864344645,tv_hold_efficiency_push,scenario
4,retail_media,1,146914.360134389,0,13355.8509213081,15608.2516566474,0,0.106240476712895,,0.192601565225401,9.41260836679423,321333.189565032,0,3.18721430138684,tv_hold_efficiency_push,scenario
5,retail_media,1,146914.360134389,0,13355.8509213081,16627.8699561396,0,0.11318069888423,,0.0805168724826324,8.83542874234128,351921.738549799,0,3.3954209665269,tv_hold_efficiency_push,scenario
6,retail_media,1,146914.360134389,0,13355.8509213081,18489.109398693,0,0.125849572375227,,0.0905065952495158,7.94599442116852,407758.921826401,0,3.77548717125682,tv_hold_efficiency_push,scenario
7,retail_media,1,146914.360134389,0,13355.8509213081,18218.0558080647,0,0.124004595543961,,0.0800180001461103,8.06421726237954,399627.314107551,0,3.72013786631882,tv_hold_efficiency_push,scenario
8,retail_media,1,146914.360134389,0,13355.8509213081,18415.6489188484,0,0.125349549914677,,0.0793169329463192,7.97769118980227,405555.107431065,0,3.76048649744032,tv_hold_efficiency_push,scenario
9,retail_media,1,146914.360134389,0,13355.8509213081,16639.9835602265,0,0.113263152390312,,0.0721009436524801,8.82899671160428,352285.146672406,0,3.39789457170936,tv_hold_efficiency_push,scenario
1,tv,1,515319.091887645,0,28628.8384382025,32200.3736489241,0,0.062486281133059,,0.0391840920696165,16.0035128010033,450692.117580077,0,1.87458843399177,tv_hold_efficiency_push,scenario
10,tv,1,515319.091887645,0,28628.8384382025,29711.7420702668,0,0.0576569790213494,,0.0343527950628096,17.3439541400481,376033.170220358,0,1.72970937064048,tv_hold_efficiency_push,scenario
11,tv,1,515319.091887645,0,28628.8384382025,39110.5488583037,0,0.075895788597778,,-0.00309820913270248,13.1759616505161,657997.373861464,0,2.27687365793334,tv_hold_efficiency_push,scenario
12,tv,1,515319.091887645,0,28628.8384382025,37278.5503526544,0,0.0723407126565033,,0.090080355262104,13.8234745453548,603037.418691986,0,2.1702213796951,tv_hold_efficiency_push,scenario
2,tv,1,515319.091887645,0,28628.8384382025,30964.8137803156,0,0.0600886213372953,,0.0111572128104741,16.6420859348179,413625.321521823,0,1.80265864011886,tv_hold_efficiency_push,scenario
3,tv,1,515319.091887645,0,28628.8384382025,41387.4123923793,0,0.0803141452430468,,-0.0393111529200208,12.45110680035,726303.279883734,0,2.4094243572914,tv_hold_efficiency_push,scenario
4,tv,1,515319.091887645,0,28628.8384382025,36044.8200301213,0,0.0699466031776291,,0.0782948901500188,14.2966199153446,566025.509015994,0,2.09839809532887,tv_hold_efficiency_push,scenario
5,tv,1,515319.091887645,0,28628.8384382025,37108.2263671086,0,0.0720101912606786,,0.0294615425421708,13.8869232603476,597927.699125612,0,2.16030573782036,tv_hold_efficiency_push,scenario
6,tv,1,515319.091887645,0,28628.8384382025,41641.0776192703,0,0.0808063940863059,,0.0788291993583055,12.3752583110186,733913.236690465,0,2.42419182258918,tv_hold_efficiency_push,scenario
7,tv,1,515319.091887645,0,28628.8384382025,39211.6287307967,0,0.0760919386610773,,0.10828264727235,13.141996610891,661029.770036257,0,2.28275815983232,tv_hold_efficiency_push,scenario
8,tv,1,515319.091887645,0,28628.8384382025,40513.6284692864,0,0.078618528028687,,0.0153560477112773,12.7196479643464,700089.762190945,0,2.35855584086061,tv_hold_efficiency_push,scenario
9,tv,1,515319.091887645,0,28628.8384382025,36427.1355574101,0,0.0706885037462425,,0.0545800617303385,14.1465718893952,577494.974834658,0,2.12065511238728,tv_hold_efficiency_push,scenario
